ID,label,type,buyer_type,city
EU_body_a286da5faf3dd554b30cec154994e9fa118f48d35b18438a29a396525df77bf2,Sc Adrelvi Srl,bidder,,Galati
EU_body_e379b89f7ded2323f856c9fe64dc39174e4fcc5d14f0f23fe3eceb6b18cb6473,Sc Adrem Invest Srl,bidder,,Bucuresti
EU_body_b08937e19845a7a687cd9b9d7a829fa6e2ef2582e68433791bc061bdce18fece,Sc Af Marcotec Srl,bidder,,Bucuresti
EU_body_8eee08aae0eb215ae5fe7bf37890c7bfcb0147e21cb5922101db9a13713ace2d,Sc Ager Business Tech Sa In Asociere Cu Xerox (Romania) Echipamente Si Servicii Sa,bidder,,Bucuresti
EU_body_5c12e6c812c8afb96a8b0eec587903b392b7b8fda8d85be6fdf782c3aa0c0a60,Sc Agivet Srl,bidder,,Galati
EU_body_de2715e36e2d9cfa3cc7043ec0787c00630d1ac519e7b3732d1570426e527655,Sc Agressione Group Sa,bidder,,Cluj Napoca
EU_body_3e7b4a92abc1dfc3e8ee3a9efb6e1b83b8ced06faae82bcd056735fe5dcd2684,Sc Aid Vet Srl,bidder,,Calarasi
EU_body_31987647547cb44def54f1a5c8fa968838485943eed6195da3c833bf516a4187,Sc Alarm Systems Srl,bidder,,Bucuresti
EU_body_1f3ce4741151c88f49b0cc60ce3df88955fe6b8a91d24bc18ddba0dfac56bf29,Sc Alba Clean Srl,bidder,,Zalau
EU_body_4c72712016b6a705bf544d3cb73b04b6fbccd8736913fcb2b7258ba504684141,Sc Ald Med Vet Srl,bidder,,Bucuresti
EU_body_d84b5c2a79fe9d6e11e94b34fd5130b2f702625c03613c4fb46714aa4f3f1da8,Sc Aldini Turism Srl,bidder,,Timisoara
EU_body_c9271cff3f8e9d998717fda2368f5b29ad621f63e37402e16f889508ae15f94c,Sc Allstar Prod Srl,bidder,,Targu Mures
EU_body_edc0049d39e81dc006c7c2af8c2b0054e8421f4347032f1412683fefe3d652af,Sc Allstar Prod Srl,bidder,,Targu Mures
EU_body_621d88247cb06a9d656226e4dd6267884cc3c2aa7e6d2396be9aa3f3f307d5d6,Sc Alsid Com Srl,bidder,,Oradea
EU_body_d29d955c75bcf887c4f80284c6c72d66ce84fa398b0496f3fd6dad15a0d65af5,Sc Altex Srl,bidder,,Tulcea
EU_body_c7d2d7dc1c9da80e1faf75647be244ff1fe440dd7799bc573b6be56364e8dee4,"Sc Alukonigstahl Sisteme De Aluminiu, Otel Si Plastic Srl",bidder,,Bucuresti
EU_body_9e338dbc453fae83616fa3bc556f9280115aa98777f279bfdfedf6018153b47c,Sc Amarad Sa Arad - Lider Asociatie,bidder,,Arad
EU_body_29ab4d3065d60453f93c1c246569b3e369688d7a1131c516f2df0fecc223bea3,Sc Amerilex Srl,bidder,,Bucuresti
EU_body_0ad3472c7bcb64b09dce013421194d588fab0281564d4cb148b4c00f2ae5643b,Sc Ams 2000 Trading Impex Srl,bidder,,Bucuresti
EU_body_ba097c1f7ee237f18a3b463495a65a7d766c72cda636164d358cf540b31ee33e,Sc Ams 2000 Trading Impex Srl,bidder,,Bucuresti
EU_body_cddd70548373573ee6fcc1564ac2ee9a69895e0ed99c3931a427213360fb4dd2,Sc Ams 2000 Trading Impex Srl,bidder,,Bucuresti
EU_body_cad9e5d30c8ee3b8d43f198e35b17cc95fdb2f140ef0d202dd5b059131850d20,Sc Ams 2000 Trading Impex Srl Bucuresti,bidder,,Bucuresti
EU_body_ffe3b88bdd0b0d4060f279c4af0aa5b979b5323152660e1873852088affe2f8d,Sc Andalex Srl Constanta,bidder,,Constanta
EU_body_8cd95b0cb256519750f8bd3914ddc42100d51ae6a60b71796bdbcc5d35533ea0,Sc Animal Planet & Bnc Srl Focsani,bidder,,Focsani
EU_body_a48ba2999346568b828a27c18c4e0b881115ee2f040063c756e189976968833f,Sc Anv Trade Srl Craiova,bidder,,Craiova
EU_body_1136a11ac6e5c4f0f52cc64f565422ca7b3271e47e536046d21b9832d82ee118,Sc Anvergo Srl,bidder,,Targu Mures
EU_body_81be6f22cbbc75b59ce2e166fc5ac25bb5bf7cc89f2558d3b0bc33d936f347cc,Sc Apa Nova Bucuresti Sa,bidder,,Bucuresti
EU_body_13c92bc58ecaf00cbb1fe388bd0e1f9209b2387b6d6f92372a16b91d8cfac86d,Sc Apa Serv Sa,buyer,PUBLIC_BODY,Alexandria
EU_body_427d25605577b8a56f11bae40360f4625c55d668a54b0a1689242a736adf851c,Sc Apa Serv Sa,buyer,UTILITIES,Alexandria
EU_body_89dfdfd8284b40e118d9d4b2e4e20c175dec8abd32eb6177da861b26bc4bead0,Sc Apro Com Impex Srl,bidder,,Slatina
EU_body_e44ce53c352b195fdbba0c80e2f11f54c6c1fa47203f46bd3df84d6d0ddd35a9,Sc Arcadis Tgh Srl Iasi,bidder,,Iasi
EU_body_0be937e333c6d3e45b56c127ee6bc6ebc43c4c25a6d7ce8a3d517ba53e77ed0d,Sc Ares Guard Srl,bidder,,Bucuresti
EU_body_f64264740f28347445e5655fb3a457ec7377934f3c0e3c9a847ebbc310dda858,Sc Argecom Sa,bidder,,Pitesti
EU_body_f5e9766fe91082355fe5d116d038e02cafb4fb9490c149f34e53943189945ce3,Sc Arhitop Srl,bidder,,Cluj Napoca
EU_body_1fadb22bd4d08f3f6cbb9da908eb95a9d9f9f6469119d22e42c7e841066376b8,Sc Artex Services International Srl,bidder,,Bucuresti
EU_body_3c94dec291372881ef20a94e76fb681fe07c0727938858447e6a41bd63cca07c,Sc Artex Trans Srl,bidder,,Bucuresti
EU_body_c09a8368eaed7c51be94004f4ebebdc61439df887e794f479e7905d84f05a3c8,Sc Arval Service Lease Romania Srl,bidder,,Bucuresti
EU_body_4f7e65c91314e6ab872c16d0a48c152e6b8d24aa6a78892ca960b030ec9c1bb3,Sc Asigurare Reasigurare Ardaf Sa,bidder,,Bucuresti
EU_body_9467d92aa1b42eeff153c7fc38dc37ac50620c41670103afe607292a1b6167fd,Sc Asirom Sa,bidder,,Bucuresti
EU_body_96e023b2f08495a8d23143538ca8d0d64c3653c1ca26850c0dd1396d4766dc91,Sc Aspirex Srl,bidder,,Bacau
EU_body_92ea335982f72c6bb97714ca46a00e307dcb4866a5b019f205d21fcd5af0bc7c,Sc Asseco South Eastern Europe Srl,bidder,,Bucuresti
EU_body_9ff517a932ce198e9a31810450a6abd2f53183adf09eb8cfa9eef7eb9def6036,Sc Astor Com Srl,bidder,,Targu Mures
EU_body_5d843473f8f6d43dbff88dce48b29f49f49d7d25b1ca51c4150ac2efcbf5b2d9,Sc Astra Bus Srl,bidder,,Arad
EU_body_164adb4225bf8b73a7385602ba4cfb377c85bcc3e71d98902982e93cf30ac563,Sc Astra Sa,bidder,,Bucuresti
EU_body_cac9a69e93ff56b304fd08f6d4218bc34e7a9403160b56f7e0ed2a580f971d29,Sc Astra Vagoane Calatori Sa,bidder,,Arad
EU_body_404992a1b397f59b2e85a6b8f2a72232bf817451eb3d71a4681824a440143669,Sc Atelierele Cfr Grivita Sa,bidder,,Bucuresti
EU_body_936fae142678882289e67b08fccc4114398986d6b0c99a1c7e29d0d758ea7d61,Sc Atlantic Prod Impex Srl Ploiesti,bidder,,Ploiesti
EU_body_b4b3471dae20a76859d92e9e5794da2c6561c7dce2df894a9a59a383e67f67a8,Sc Aurora Sa,bidder,,Drobeta Turnu Severin
EU_body_8b7ddedb94114be107571897c82dc13d2f5618fb3be88c4db77cea208389a55b,Sc Auto Demi Trans Srl,bidder,,Timisoara
EU_body_c9182a6ddc3e70468e0e5cca864f61995e9c56edd618999c8a99835f7e7f161a,Sc Autocolor 96 Srl,bidder,,Buzau
EU_body_e43de38c64f8c19b22528d5c026374aeaf3cf10bc63a4d610fc6eaff303e77ca,Sc Autocomo Srl Constanta,bidder,,Constanta
EU_body_8056950e477614d50410272fef910501affb43c9cf5e607d3d4f86b42686b0e0,Sc Autoeuropa Srl,bidder,,Timisoara
EU_body_e496f3e24436c5918b4efd14ce80fc1adb4ab2675e806651aab6e81b8bc60680,Sc Autorenco Sa,bidder,,Constanta
EU_body_62b42b14ca526ee727d42a2498d52e81ba307a8030e083bac8229c122e728ce6,Sc Autorenco Sa Constanta,bidder,,Constanta
EU_body_88642f0a5a9e2bbd195817a4f2b6b5e4eeb67b82c85a2829f77153c465f219ae,Sc Ava Eastern Europe D.F.& S. Srl,bidder,,Bucuresti
EU_body_c809eb49d53e646c9d9dae781f7d64dd328373a03ac4b3fc4d022be9fadb468e,Sc Aval Net Srl,bidder,,Bucuresti
EU_body_f801c336fb33c20f8ccd2b5a791d465279589293fcc31d70796e4a2395074acb,Sc Avena Medica Srl,bidder,,Bucuresti
EU_body_81dc5c3df48bfa5e237db3c31ba9f5e9610d0b29cc376ea392f241eb3b670257,Sc B Braun Medical,bidder,,Timisoara
EU_body_67cdc87ea889aa2bcb27f5ca4f0aa8e073dcf15b73b7af4481870180e9a2f32e,Sc B Braun Medical Srl,bidder,,Timisoara
EU_body_acd476e1fcd0294e3c6559be9c72508d9c46be45b30e056c4bd2474ada2091dd,Sc B Braun Medical Srl,bidder,,Timisoara
EU_body_b8537e49226d1127a3e72600b1ef6d24af9d5e048dc5fc47cf08332f85a5b7c1,Sc Badas Business Srl,bidder,,Bucuresti
EU_body_e26717f48f522a07583291721e29700d19a307124776895a68e5382881e9c360,Sc Baltur Sib Srl,bidder,,Sibiu
EU_body_96cdd5c846991524a475f68035e437a74023e351145f0f93617bbd519794c938,"Sc Bautrust Srl- Lider, In Asociatie Cu Sc Electrogroup Cluj Napoca",bidder,,Cluj Napoca
EU_body_f140d23a4875257c081bd690742b52765fa0878ca6efa7fdb8197cf18ccd0769,Sc Bella Romania Impex Srl,bidder,,Bucuresti
EU_body_8a6d6ea8e1d9a1be009eb398a989ee8200f8f98f24844095ad51e4bf3bd255b1,Sc Bentley Romania Srl,bidder,,Timisoara
EU_body_0388b52ebdcce57f370493b1847f8b1258c4ccc223cf43fb4c1462de6e78873e,Sc Best Advertising & Consulting Srl,bidder,,Bucuresti
EU_body_7a1e3e8d8d2c728eefef30ac4f25cfd33c75fb8d7ccaa50051962626dd136937,Sc Beta Cops Srl,bidder,,Bucuresti
EU_body_8c85f762f0d0d3a235b64270ed08d92c99434c4a8e59a5ffa4ccf9296c367c1a,Sc Bgs Divizia De Securitate Srl,bidder,,Bucuresti
EU_body_031b37ec8c6308dc55ffe31b3bdd9130392268c4c5bab01e52a756e2f106fc60,Sc Bindalim Srl,bidder,,Timisoara
EU_body_fa96a3ebf5cf71c9da0d7b08ffae317c70daf256c440239bb1ada6bf8718e68c,Sc Bio Ell Srl Targu Mures,bidder,,Targu Mures
EU_body_bc1ee351917c650e4deb238743d72244bb81e5bc7c5461f2bb4f8a09a01265fa,Sc Biogen Srl,buyer,OTHER,Cluj Napoca
EU_body_3495af03b71b645ce02b4b8c91d72c8827c33ace60cbabc95601e9a16eacfb3d,Sc Bio-Medical Group Srl,bidder,,Bucuresti
EU_body_36a41e0913cfda19c8a85871b84d5a8276af2bafe6c457c644e93dab7fac7a53,Sc Biosystems Diagnostics Srl,bidder,,Bucuresti
EU_body_0ff59e433aabe5850045e60f3dcb148d5c8cf81bbc2df4e2f6c164cdba90ba74,Sc Biotic Srl,bidder,,Zalau
EU_body_0a246373d82b98a05d2c26028d0410762728ccd1902b15aacc99e371c341ef66,Sc Biotop Srl Tg. Jiu,bidder,,Targu Jiu
EU_body_aacb51fc8615c45cc9f2a6f449909728039eae5d5150048c90adf1300dd9eaae,Sc Blizzard Design Srl,bidder,,Bucuresti
EU_body_486c0f209f6af984c08395a945b73e905d28b6001bc6be1f28e56e829a49ec1e,Sc Blom Romania Srl,bidder,,Targoviste
EU_body_40f9040f146b6e63f7b2ad6762cba14a893e3aadd614aa7dcf240b9eea04b792,Sc Bog`Art Srl,bidder,,Bucuresti
EU_body_f98a377418b5a9cee0c2d5ddaf361128ceb8b915893cc68677119fe61b3e8983,Sc Bogart Construct Srl,bidder,,Cluj Napoca
EU_body_78244ded31fa85011dca2a6e7e9b91a5f7b2d47ba4444db1bbdb407e5fff182e,Sc Border Collie Rescue Srl,bidder,,Bucuresti
EU_body_3ed28f5d3a6086991900d1acd9ded5883046c669893fb6ab51ffb1fd2043c7b6,Sc Brett Motors Srl & Sc Marcom Rmc '94 Srl,bidder,,Bucuresti
EU_body_83380adbdd29ed25d0c05452cd47fdace0b3e672f840f7a41675e3a2ac574bda,Sc Building Olm Srl,bidder,,Timisoara
EU_body_2040b79fd866af16e12ec8c216e523f8c119fb207452055d3ed85ade1c96a752,Sc Bull Romania Srl,bidder,,Bucuresti
EU_body_cd02c32f8628563769148ae38980373634ec2ed7033c2f29d2750d59d451a04e,Sc Bull Romania Srl In Asociere Cu Sc Siveco Romania Sa Si Cu Total Network Solution Srl.,bidder,,Bucuresti
EU_body_bce844a97b71ba38a147569bf9281389cc4528acf1ab3eb7b654189bc427eb3f,Sc Bumbas Electric Srl,bidder,,Bucuresti
EU_body_e58eeb76661b6f13c4a1fe3dbd93f944a316c4b84f6c3072ff73415b51bc23cb,Sc Business Information Systems - Bis Srl,bidder,,Bucuresti
EU_body_d11d6131b3bb3a6d16c00484bcd1da4dc216eed24e4849be0d2ab64c13dbab12,Sc Business Plus Srl In Asociere Cu Goldhofer Ag,bidder,,Bucuresti
EU_body_06f17609ccfec6f1201f1502610a9401427c8746af2ca060d1dcbab0ee7a6393,Sc Business Srl Bacau,bidder,,Bacau
EU_body_8345dac9bc1ec952447b4124e9fe70e6103394a28487c26372b5b9808d399868,Sc Business Travel Turism Srl,bidder,,Bucuresti
EU_body_de03617466dd0bea8721f116de0a5fadedbd29a7bdb207cf1a676c274ebd3f33,Sc Business Travel Turism Srl,bidder,,Bucuresti
EU_body_b87e1830bcbe9d672d1b7d7da5d6212ef15abb066f6f7ba90826c775fcd246d0,Sc Butan Gas Romania,bidder,,Bucuresti
EU_body_091c39094b67c84eddaff987c3f66ce242213a1d48ca4161d15daf2f879c3950,Sc C&A Proiect Srl,bidder,,Cluj Napoca
EU_body_09336746642cadeb18529e5ef06157d8128dd0fb6636bf31a06e2133ee12a7d5,Sc C3D Architects Srl,bidder,,Constanta
EU_body_0687f09f544e1beca78c2bd887a0e4303016b6b68dfa8d0ea6eedc03d03d434a,Sc Cad Master Srl,bidder,,Targu Mures
EU_body_7f097a13a38456925c881666635a8430eb3e0ef1251b8d4bab895e94f7f9cb44,Sc Calor Grup Srl,bidder,,Resita
EU_body_1879fadedac48fc6ab67cf7a0821b55fdf6cf9b74942d1d9e63fc609774e0bfb,Sc Car Top Srl,bidder,,Piatra Neamt
EU_body_36c37620b1a6ede1e9d45fd17b40e951211db9cf19c2abff013ccaeb6350c7b8,Sc Carex Srl,bidder,,Sfantu Gheorghe
EU_body_6b76cefbc550c218c2a4ff04a5079aaa55885448b2e09ae269c9d583c13efbfb,Sc Caro Service Srl,bidder,,Bucuresti
EU_body_4d850d6fc0f4ceb6b229df0d853441aff73554777ba87463ee9d627b777c9193,Sc Carpati Proiect Srl,bidder,,Bucuresti
EU_body_4c0f65e409234863ee07966523ac181becb980ad96473bf5462e3946d4142f50,Sc Casido Srl,bidder,,Galati
EU_body_1184fc3cb15c2ddc35988b7002ca8177837f6510c91195a15a63599bc8d1407e,Sc Caviem Line Srl Galati,bidder,,Galati
EU_body_3525601c4483751d3366404d747961ce59da0648553236fbabf7898c4546674b,Sc Cazino Trans Srl,bidder,,Brasov
EU_body_0a59a2dc36c8673103f228bca48762ab75a2ad2bf70764849eb0da8b2e763392,Sc Centurion Guard S.R.L. Bucuresti,bidder,,Bucuresti
EU_body_4faf7249ee683398d2673a8f30f8aa77a783e69a9e2369e3339ad531729d928b,Sc Ceprocim Sa,bidder,,Bucuresti
EU_body_11236dc8ef886d520c4d2a4880eed5bd345005f9af5fa0a4e44b74acebe3dc2d,Sc Cfr Sirv Brasov Sa,bidder,,Brasov
EU_body_2f7b73cc8c43108961f06ee2a0611ee40377323762087119c498886f78052b23,Sc Chromaktiv Srl,bidder,,Bucuresti
EU_body_e5407292f21cc3924747b6d72e0380c07fcba4f2d5e4d6d545a2f6378951645e,Sc Cia Services Srl,bidder,,Craiova
EU_body_4f53a63d702c4638076f958ce3cd96efc360715d67f4a6d04a735c0e85b7f3cb,Sc Ciato Galvanotehnic Srl,bidder,,Bucuresti
EU_body_7a38e0976b675a696edbbb0ba83904bd500ba4b9ab7415a51c0715ffbfdb2d2f,Sc Cmv Dr Babii Florin Srl,bidder,,Suceava
EU_body_03fa255009480f9030c2ed3e88bca410cdc6bc677c128dad958ffaf2576072e9,Sc Cmv Dr. Radulea M. Mihaela Sorina,bidder,,Targu Jiu
EU_body_3cc41d6e4f0311a7d2b4f126b31b492c3803d3ae19b2af5104d0fe4642af7085,Sc Comesad Drumuri Srl,bidder,,Pitesti
EU_body_d5598b9840fbcf54e6fb47051586b56f3c0ddbd7aae84a697e9473c70ecde516,Sc Comiga Prod Impex Srl,bidder,,Bucuresti
EU_body_5409ec92ef7b1cf5154de999a6ec412a0ecc29e981caf2230a681e2432276f1f,Sc Cominco Sa,bidder,,Bucuresti
EU_body_8a1fb5bd20a1127a87e991b96d015423dfd6995fdb5f2beb36f16a181507dd92,Sc Compania De Transport Feroviar Bucuresti Sa,bidder,,Bucuresti
EU_body_2a3dae831ab5c85bdf091864b0f5931a556f2d862fd55a4e81d41babec36f2bc,Sc Comtech Co. Steel Tubes,bidder,,Slatina
EU_body_9c03ffa3e696c54f23edc512f2d85470bee6c64749f07b76a50eacf72af3bcdf,Sc Comtram Sa,bidder,,Sibiu
EU_body_b1a01a6ac3d6cdd08d1e36283045f35b45c835aaf4fe14a39981a9b16eb712f4,Sc Comvet Alfa Impex Srl,bidder,,Piatra Neamt
EU_body_e548cafae7aac8db1370cdab138b14f2228f5b8413a611f45bcd3ee893ee24d0,Sc Concefa Sa,bidder,,Sibiu
EU_body_041ab4cc9776aeb4062a004a03de52f1dcf4abb34075d0bcd41e88b2e72fc579,Sc Concept Electronics Srl,bidder,,Bucuresti
EU_body_d555b542d9a8998a5d4046b5ea905d1c6c806b448f95048b99c50166c90445f1,Sc Condmag Sa Lider,bidder,,Brasov
EU_body_89891c59f22a9d8144671371d0740cf1d5cfa638605587fe509a1d9d6ee28dbc,Sc Confer Sa,bidder,,Baia Mare
EU_body_1b07b883a4566971dd589291e229b8a24aefc13a8e923280db3914f0aa1287b9,Sc Confort Sa,bidder,,Timisoara
EU_body_eff1ef1caf4de33fb35701ec8efec5b405344937233db7f4b496d8fb8a321ea8,Sc Confort Sa (Lider Asociatie),bidder,,Timisoara
EU_body_c384c2383160369fa655520801765987106ad6c689a776e18d5b7014df9841e7,Sc Confort Sa Timisoara,bidder,,Timisoara
EU_body_1e0c1fd1644e109fa0e2bfc54566c65ae16f10d18519bd91d2c74b1815675e51,Sc Conpress Holding Srl,bidder,,Constanta
EU_body_ae22468662f7ee49dbe14072f3255f2145f8f863882380a8c8db9c78fb3339be,Sc Conpress Holding Srl,bidder,,Constanta
EU_body_03fff9f5ee27c14569dc337dea1b8a80b9918aa6b6035cc96e3c321d71f77cca,Sc Consilier Construct Srl,bidder,,Bucuresti
EU_body_663a95e6622c4464871cfc9b0f87cb08f9ead99af620237b09870d08c91ba0b4,Sc Consilier Construct Srl,bidder,,Bucuresti
EU_body_e1b265c64ca5baca0207d080cc3b9deefe2afc60fcc01f9fb60af8cd98e15e17,Sc Consilier Construct Srl,bidder,,Bucuresti
EU_body_532b69b136fb897594e7d75f96ba2d18ffcd19c6b5da5a75b7816adccbd7215f,Sc Construct Lift Srl Bacau,bidder,,Bacau
EU_body_5c1dc24ce1e3579f784b5bfec0689469659e28d2cb52b267027d578c513d5659,Sc Construct Mod Srl,bidder,,Oradea
EU_body_2ff54dcb6bdad7dfec968f67368d5028682ee35e9918ed9be4002439b36a547b,Sc Construct Mod Srl (Lider Asociatie),bidder,,Oradea
EU_body_2ad1dbac9f79d9e76732adc68187d1d0901083d1e4716203e3f2ba1113016d12,Sc Constructii Cai Ferate Sa Sibiu,bidder,,Sibiu
EU_body_9a798ccea3c2a364ee9455857db5e174d01a973a897db25e6fd3c56886fa9d97,Sc Constructii Erbasu Sa,bidder,,Bucuresti
EU_body_f792ad0e9c3a50b5a1030259da2d20d99973f92f9a75cb452a78ed19b077fc7b,Sc Constructii Feroviare Moldova Sa,bidder,,Iasi
EU_body_8c0bfb884653ab5cc9bd3f2f0b6892dcf19dd4263e2b8e4a7177de783d7134f4,Sc Constructii Feroviare Sa,bidder,,Galati
EU_body_286eca77978c291eb4f9bcde06826dd7137663b1d487030e832309b2d333e203,Sc Contehno Srl,bidder,,Oradea
EU_body_ad6bb00272c81e1d4569558fba64ae52fd7fe2420533b1eede2fc2ea281bfbee,Sc Coral Srl Tulcea,bidder,,Tulcea
EU_body_2486bf614185cfb925143a1eb89fd3dc69e031226246b7186870bf55c45dad3e,Sc Cp Consultant Services Srl,bidder,,Bucuresti
EU_body_271901d5e812b8da13fd44f39684819da6dc165f196061a7151dc7ae0d340538,Sc Cp Consultant Services Srl,bidder,,Bucuresti
EU_body_d3a4b4e13abae156425150c3b1de760e445a71da901fd5d9cdf89b9665c321fa,Sc Crisvet Srl,bidder,,Zalau
EU_body_e9c69103a1fa45d036f01ba8d0d4db9c7ace1322d26608b0a3d3b4ce1c9838cb,Sc Cromatec Plus Srl,bidder,,Bucuresti
EU_body_00ab0e50cb05016dedbad3e5cf3e2842f61451ab89e1151ac1286eb010fdad16,Sc Cventertainment Srl,bidder,,Bucuresti
EU_body_5edc1931ca7b5c0717d1884a478f549261beecad31bfdc5758f76e517c52deb6,Sc Cybernet Srl,bidder,,Bacau
EU_body_8ff60a145ef6c38a0f5fe2262a07bd7c4f51022fe67cb5002d2705839d1210c7,Sc D S Tofan Srl,bidder,,Galati
EU_body_0a4ca28dd9a2d3550103e57e06b86a81c7eeb35d4e368bf29feb450a281c9f20,Sc Dacforest Srl,bidder,,Piatra Neamt
EU_body_9412146ec4f0c017717893dd85ad6efa26d0b7a68114f8f3b283cc4918f02925,Sc Dafcochim Srl Targu-Mures,bidder,,Targu Mures
EU_body_5ea6968821bccedd7547d6c9d83bdb48847e1f2cd6e0e0ded1f1de1a8aafce20,Sc Dalkia Romania Sa,bidder,,Bucuresti
EU_body_2991171d28d645296c2f5716e9632eae8623bef848b72a18c4c9da3e650e086f,Sc Danco Pro Commnication Srl,bidder,,Bucuresti
EU_body_a5b9cdbc833e020ba1a60d311eb44efba2852c5afcc6c42d9ef943cacd19799a,Sc Danivet Srl,bidder,,Piatra Neamt
RO_body_8276fceb840c29a1cacbde84700a64f6a05dd71e51656b8667d0afc5e43d2fe6,Sc Dany Cris 93 Papetarie Srl,bidder,,Buzau
EU_body_3118aef96a35f25c0e258ed5117c8a74237dde641b24a600b5a57b2b3240288c,Sc Dar Al Dawa Pharma Srl,bidder,,Bucuresti
EU_body_43a0354928dcc6d0b7c326bb9e5623763587b441b1ff1a1c2fb4c436a3937cc5,Sc Dar Al Dawa Pharma Srl,bidder,,Bucuresti
EU_body_3e0cb587b55bf75d8fcb6db038fed14ae9d3a9f0b48cbcaa9020375f90351dbf,Sc Daroff Srl,bidder,,Constanta
EU_body_a656c1267502bd2fc6e106d743c5bdfabcd414e05b160f265f0845a689e16682,Sc Datek Telecom Srl,bidder,,Bucuresti
EU_body_a4482a3e7ef33f30dca849de002bab694ed7c49e6208fbffb3825b04730f8ff7,Sc De Constructii Erbasu Sa,bidder,,Bucuresti
EU_body_7ed8ea4e56d1cd3763e92f23f80d2d2a8f12ccf872e3f5d510a600fcfefd4f92,Sc Deacris Trading Srl,bidder,,Braila
EU_body_9863fdde1238dc75994c5d2989d163c78ef6728c982ebf6e2a4bcaeda0648a3c,Sc Delcos Tour Srl,bidder,,Constanta
EU_body_e5dc71b2746dc3dbbd3a999fadb115fad1830e250cc89d437b54e81cb665405e,Sc Deloitte Consultanta Srl,bidder,,Bucuresti
EU_body_90e8da739263eb8c46be17a1566bfd848efe7a8f826266daa637bcb8aa12cd5a,"Sc Deloitte Consultanta Srl In Calitate De Lider Al Asocierii/Consortiului Format Din Sc Deloitte Consultanta Srl, ""Reff & Asociatii"" Sca Si Sc Blom Romania Srl",bidder,,Bucuresti
EU_body_3e207d25817699fe61295325cd562f476a9ed6bb6ed8a95a177aebd138a3b423,Sc Delta Acm 93 Srl,bidder,,Bucuresti
EU_body_c4cb0b6128e240c11b28c5bd1a804b2ede852a9287ffab1bbb0b8dfd4717af8c,Sc Delta Antrepriza De Constructii Si Montaj 93 Srl,bidder,,Bucuresti
EU_body_42ecccd1af13dc28b4a0fed08bacb4e88337d0cb4984eabce7c1f2a9b370752e,Sc Deltacons Sa,bidder,,Tulcea
EU_body_01edbbe23536866fca29f3064b90b46478cda1bcc57b7f753b9ed9a85c680214,Sc Deltamed Srl,bidder,,Cluj Napoca
EU_body_c67a1bf13d20c1d69a1abec763bc76e970d52d702db8817eb7ddd874431d6aec,Sc Deltamed Srl,bidder,,Cluj Napoca
EU_body_73e2ce223663e976011dc5f3cf37eeb2a7d9f01e12cc9ad93c27f1dc5ad775da,Sc Demetra Srl.,bidder,,Bacau
EU_body_eb5431c12a3fa88e072df889813440455096f447719faacbaa7a8cb2890224ca,Sc Dhs Distribution Srl,bidder,,Bucuresti
EU_body_4af9c8ae0055debd3a00f16410ff6dbe8d652b0caa8c6e6baea7a4eff6b2d497,Sc Dialex Canada Srl,bidder,,Constanta
EU_body_73751242be30d5a5c97251d2d8383b7599ca413364e3f4d75a5fe5bfc4f8a2f6,Sc Dialfa Security Srl,bidder,,Galati
EU_body_0c9cbc5c3bd4b22e75efbc4586aaf164c124e6b8775320591b77c6c310cf7a3d,Sc Diamedix Impex Srl,bidder,,Bucuresti
EU_body_9a2ffd83e0353f14056fb3aff135ac5b9ec83986630d28586f3c1fc1aaa2236b,Sc Diana Forest Srl,bidder,,Piatra Neamt
EU_body_cb548cdca764f39f25e7ea2e0e8c7a4660b09a57c044fc2b04346e608336bcee,Sc Dianacom Srl,bidder,,Cluj Napoca
EU_body_2328b1f621afffde134f75fc8ecb70cf52e58dc477d8e96b4a196340d26c1a54,Sc Digital Grafix Grup Srl,buyer,OTHER,Craiova
EU_body_55e2ce58af4ccd3e22dd2a841ebb143fd859b7af92507f6b508bbfebb764e491,Sc Dinpolmar Impex Srl,bidder,,Brasov
EU_body_5f1ace7ad1fd0c2dcb4592976e95c1e87ac7f3a9ba6828fb2915b40e59e0b917,Sc Direct Home Distribution Srl,bidder,,Bucuresti
EU_body_045bbc2a47fd31f17cd0d94a71dd4d90c23acc7fb55535a6f76a71a6b0f56b53,Sc Dita Import Export Srl,bidder,,Bucuresti
EU_body_adf8ae85427c07fb93e9f0828b7056cad6453aad74f2452633cd073cd66ee987,Sc Dita Import Export Srl,bidder,,Bucuresti
EU_body_e1482e660ca3eeaa80749dc008606b3e350e3805be78dc10f34406e4e8aa2ca0,Sc Dns Birotica Srl,bidder,,Bucuresti
EU_body_b0fc88523dbb9450b1fc997b42d387bcdf6b40467b503631d317fc924855a23b,Sc Dobre&Fiii Srl,bidder,,Constanta
EU_body_962254626de37dcc0f196bb4896eb020f9ee24b056b9392a68651138e70f22c6,Sc Doiman Com Srl,bidder,,Craiova
EU_body_7bbf0ceb12900c4d858fae7f7594c326faa2007fd029e1314a66cd1b0635c845,Sc Doland Srl,bidder,,Cluj Napoca
EU_body_9c6b253c5cb0149acc09db1c58c10b287d2135e7af51daedb1487e3db69368ec,Sc Dominique Tour Srl,bidder,,Bucuresti
EU_body_a1ad6ce436b1330f35b16bed1021be87c49a2f30c0ab529aa8c29d2cf0964058,Sc Domnita & Co Impex Srl,bidder,,Cluj Napoca
